No.|Time|Source|Destination|Protocol|Length|Info|No.|ScrapedData
576|30.245|10.0.2.15|91.239.200.182|HTTP|617|GET www.malakopanabrno.cz/app/js/jquery/jquery.colorbox.js HTTP/1.1|576|
578|30.246|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|578|
580|30.268|10.0.2.15|91.239.200.182|HTTP|614|GET www.malakopanabrno.cz/app/js/jquery/jquery.pngfix.js HTTP/1.1|580|
582|30.276|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|582|
584|30.292|10.0.2.15|91.239.200.182|HTTP|620|GET www.malakopanabrno.cz/app/js/jquery/jquery.nivo.slider.js HTTP/1.1|584|
586|30.318|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|586|
588|30.328|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|588|
590|30.342|10.0.2.15|91.239.200.182|HTTP|608|GET www.malakopanabrno.cz/app/js/jquery/jquery.js HTTP/1.1|590|
591|30.344|10.0.2.15|91.239.200.182|HTTP|605|GET www.malakopanabrno.cz/app/js/swfobjects.js HTTP/1.1|591|
594|30.348|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|594|
596|30.373|10.0.2.15|91.239.200.182|HTTP|601|GET www.malakopanabrno.cz/auth/js/ankety.js HTTP/1.1|596|
598|30.418|142.251.37.110|10.0.2.15|HTTP|5774|200 OK HTTP/1.1|598|
614|30.441|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|614|
638|30.467|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|638|
642|30.475|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|642|
644|30.478|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|644|
646|30.484|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|646|
648|30.489|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|648|
650|30.491|10.0.2.15|172.217.20.74|HTTP|424|GET maps.googleapis.com/maps/api/mapsjs/gen_204?csp_test=true HTTP/1.1|650|
652|30.506|172.217.20.74|10.0.2.15|HTTP|680|403 Forbidden HTTP/1.1|652|
654|30.631|10.0.2.15|91.239.200.182|HTTP|614|GET www.malakopanabrno.cz/img/arrows/arrow.png HTTP/1.1|654|
655|30.632|10.0.2.15|91.239.200.182|HTTP|615|GET www.malakopanabrno.cz/img/layout/bsmk.png HTTP/1.1|655|
658|30.634|10.0.2.15|91.239.200.182|HTTP|626|GET www.malakopanabrno.cz/img/clubs/thumbs/agrostroj.png HTTP/1.1|658|
659|30.641|10.0.2.15|91.239.200.182|HTTP|621|GET www.malakopanabrno.cz/img/clubs/thumbs/bkmk.png HTTP/1.1|659|
662|30.653|10.0.2.15|91.239.200.182|HTTP|627|GET www.malakopanabrno.cz/img/clubs/thumbs/cordoba-06.png HTTP/1.1|662|
664|30.683|10.0.2.15|91.239.200.182|HTTP|631|GET www.malakopanabrno.cz/img/clubs/thumbs/cz-spieler-brno.png HTTP/1.1|664|
666|30.696|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|666|
668|30.711|91.239.200.182|10.0.2.15|HTTP|297|304 Not Modified HTTP/1.1|668|
670|30.725|10.0.2.15|91.239.200.182|HTTP|625|GET www.malakopanabrno.cz/img/clubs/thumbs/km-prona.png HTTP/1.1|670|
671|30.73|10.0.2.15|91.239.200.182|HTTP|633|GET www.malakopanabrno.cz/img/clubs/thumbs/mf-nove-vinarstvi.png HTTP/1.1|671|
674|30.733|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|674|
676|30.742|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|676|
678|30.745|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|678|
680|30.748|10.0.2.15|91.239.200.182|HTTP|627|GET www.malakopanabrno.cz/img/clubs/thumbs/mfc-srandy.png HTTP/1.1|680|
681|30.759|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|681|
684|30.783|10.0.2.15|91.239.200.182|HTTP|632|GET www.malakopanabrno.cz/img/clubs/thumbs/mk-slatina-brno.png HTTP/1.1|684|
686|30.796|10.0.2.15|91.239.200.182|HTTP|627|GET www.malakopanabrno.cz/img/clubs/thumbs/royal-flush.png HTTP/1.1|686|
687|30.798|10.0.2.15|91.239.200.182|HTTP|637|GET www.malakopanabrno.cz/img/clubs/thumbs/sport-centrum-srbska.png HTTP/1.1|687|
690|30.803|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|690|
691|30.805|10.0.2.15|91.239.200.182|HTTP|630|GET www.malakopanabrno.cz/img/clubs/thumbs/senk-okna-reds.png HTTP/1.1|691|
693|30.812|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|693|
695|30.814|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|695|
696|30.852|10.0.2.15|91.239.200.182|HTTP|629|GET www.malakopanabrno.cz/img/clubs/thumbs/vyssi-princip.png HTTP/1.1|696|
697|30.864|10.0.2.15|91.239.200.182|HTTP|630|GET www.malakopanabrno.cz/img/news/news-h4JyEBfjDbjXRg10.jpg HTTP/1.1|697|
700|30.874|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|700|
702|30.889|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|702|
704|30.895|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|704|
706|30.918|10.0.2.15|91.239.200.182|HTTP|630|GET www.malakopanabrno.cz/img/news/news-iMsJxCelpv3LFuej.jpg HTTP/1.1|706|
707|30.928|10.0.2.15|91.239.200.182|HTTP|630|GET www.malakopanabrno.cz/img/news/news-SRb5OVpMVQZvxibB.jpg HTTP/1.1|707|
708|30.934|10.0.2.15|91.239.200.182|HTTP|630|GET www.malakopanabrno.cz/img/news/news-qFGzmZV1kadCGonF.jpg HTTP/1.1|708|
712|30.968|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|712|
713|30.97|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|713|
714|30.972|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|714|
715|30.974|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|715|
716|30.976|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|716|
717|30.985|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|717|
718|30.987|10.0.2.15|91.239.200.182|HTTP|630|GET www.malakopanabrno.cz/img/news/news-rgkILPHaDNB1ObNQ.jpg HTTP/1.1|718|
719|30.988|10.0.2.15|91.239.200.182|HTTP|630|GET www.malakopanabrno.cz/img/news/news-EqLK2pwofI4kb4X5.jpg HTTP/1.1|719|
720|30.995|10.0.2.15|91.239.200.182|HTTP|630|GET www.malakopanabrno.cz/img/news/news-1MYRIGZ4GXsdbbcy.jpg HTTP/1.1|720|
723|31.001|10.0.2.15|91.239.200.182|HTTP|630|GET www.malakopanabrno.cz/img/news/news-ZCvDncsDOBH9FOrQ.jpg HTTP/1.1|723|
725|31.003|10.0.2.15|91.239.200.182|HTTP|630|GET www.malakopanabrno.cz/img/news/news-72x0Pw9buzWPtIMA.jpg HTTP/1.1|725|
726|31.022|10.0.2.15|91.239.200.182|HTTP|630|GET www.malakopanabrno.cz/img/news/news-BK3YGjVosyWD2boh.jpg HTTP/1.1|726|
730|31.026|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|730|
731|31.039|10.0.2.15|91.239.200.182|HTTP|539|GET www.malakopanabrno.cz/stat/stat.php?rozliseni=2560x1335&bit=24&st=1&cache=1642578119_4 HTTP/1.1|731|
733|31.04|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|733|
734|31.041|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|734|
735|31.048|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|735|
736|31.049|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|736|
737|31.055|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|737|
738|31.056|10.0.2.15|91.239.200.182|HTTP|630|GET www.malakopanabrno.cz/img/news/news-B0shnOr8OomQFIZk.jpg HTTP/1.1|738|
739|31.058|10.0.2.15|91.239.200.182|HTTP|630|GET www.malakopanabrno.cz/img/news/news-SFLSzaTJEpEr47hl.jpg HTTP/1.1|739|
740|31.066|10.0.2.15|91.239.200.182|HTTP|630|GET www.malakopanabrno.cz/img/news/news-5blGw1vSDjMJ9oy4.jpg HTTP/1.1|740|
741|31.068|10.0.2.15|91.239.200.182|HTTP|630|GET www.malakopanabrno.cz/img/news/news-tHWmidlVA3RiqzIj.jpg HTTP/1.1|741|
746|31.096|10.0.2.15|91.239.200.182|HTTP|630|GET www.malakopanabrno.cz/img/news/news-BSm8GL78cBDljz6h.jpg HTTP/1.1|746|
748|31.102|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|748|
749|31.103|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|749|
750|31.105|10.0.2.15|91.239.200.182|HTTP|621|GET www.malakopanabrno.cz/img/icons/next_matches.png HTTP/1.1|750|
751|31.106|10.0.2.15|91.239.200.182|HTTP|620|GET www.malakopanabrno.cz/img/icons/last_played.png HTTP/1.1|751|
754|31.11|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|754|
755|31.112|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|755|
756|31.113|91.239.200.182|10.0.2.15|HTTP|318|200 OK HTTP/1.1|756|
757|31.114|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|757|
758|31.116|10.0.2.15|91.239.200.182|HTTP|632|GET www.malakopanabrno.cz/img/competitions/icon-4-sabe-liga.png HTTP/1.1|758|
759|31.117|10.0.2.15|91.239.200.182|HTTP|634|GET www.malakopanabrno.cz/img/competitions/icon-1-simost-liga.png HTTP/1.1|759|
761|31.121|10.0.2.15|91.239.200.182|HTTP|640|GET www.malakopanabrno.cz/img/competitions/icon-2-digamma-brno-liga.png HTTP/1.1|761|
763|31.143|10.0.2.15|91.239.200.182|HTTP|646|GET www.malakopanabrno.cz/img/competitions/icon-3-hitradio-city-brno-liga.png HTTP/1.1|763|
765|31.146|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|765|
766|31.148|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|766|
767|31.15|10.0.2.15|91.239.200.182|HTTP|649|GET www.malakopanabrno.cz/img/competitions/icon-1-starobrno-univerzitni-liga.png HTTP/1.1|767|
768|31.152|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|768|
769|31.161|10.0.2.15|91.239.200.182|HTTP|616|GET www.malakopanabrno.cz/img/dresses/t-171.png HTTP/1.1|769|
771|31.169|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|771|
772|31.179|10.0.2.15|91.239.200.182|HTTP|616|GET www.malakopanabrno.cz/img/dresses/t-353.png HTTP/1.1|772|
773|31.181|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|773|
774|31.182|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|774|
775|31.184|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|775|
776|31.186|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|776|
777|31.189|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|777|
778|31.192|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|778|
779|31.196|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|779|
780|31.197|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|780|
781|31.199|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|781|
782|31.201|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|782|
783|31.203|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|783|
784|31.211|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|784|
785|31.219|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|785|
786|31.22|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|786|
787|31.222|91.239.200.182|10.0.2.15|HTTP|297|304 Not Modified HTTP/1.1|787|
788|31.223|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|788|
829|32.646|10.0.2.15|192.168.1.1|DNS|71|Standard query A b'www.bsmk.cz.'|829|
830|32.647|10.0.2.15|192.168.1.1|DNS|71|Standard query AAAA b'www.bsmk.cz.'|830|
831|32.709|192.168.1.1|10.0.2.15|DNS|236|Standard response CNAME b'www.bsmk.cz.' b'bsmk.cz.'|831|
832|32.713|192.168.1.1|10.0.2.15|DNS|71|Standard query AAAA b'www.bsmk.cz.'|832|
867|36.428|10.0.2.15|91.239.200.182|HTTP|728|POST www.malakopanabrno.cz/ HTTP/1.1b'username=sdf&password=adf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=adf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=adf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=adf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=adf&submit=p%C5%99ihl%C3%A1sit+se'|867|b'username=sdf&password=adf
873|37.531|10.0.2.15|192.168.1.1|DNS|71|Standard query A b'www.brno.cz.'|873|
874|37.533|10.0.2.15|192.168.1.1|DNS|71|Standard query AAAA b'www.brno.cz.'|874|
875|37.59|192.168.1.1|10.0.2.15|DNS|71|Standard query AAAA b'www.brno.cz.'|875|
876|37.592|192.168.1.1|10.0.2.15|DNS|222|Standard response A b'www.brno.cz.' 185.62.110.180|876|
887|38.829|91.239.200.182|10.0.2.15|HTTP|1514|200 OK HTTP/1.1|887|
944|39.17|10.0.2.15|172.217.20.74|HTTP|398|GET maps.googleapis.com/maps/api/mapsjs/gen_204?csp_test=true HTTP/1.1|944|
946|39.203|10.0.2.15|91.239.200.182|HTTP|539|GET www.malakopanabrno.cz/stat/stat.php?rozliseni=2560x1335&bit=24&st=1&cache=1642578128_6 HTTP/1.1|946|
948|39.212|91.239.200.182|10.0.2.15|HTTP|318|200 OK HTTP/1.1|948|
950|39.293|172.217.20.74|10.0.2.15|HTTP|680|403 Forbidden HTTP/1.1|950|
952|39.494|10.0.2.15|91.239.200.182|HTTP|537|GET www.malakopanabrno.cz/img/jquery/ui-icons_ffffff_256x240.png HTTP/1.1|952|
956|39.531|91.239.200.182|10.0.2.15|HTTP|4434|200 OK HTTP/1.1|956|
993|59.488|10.0.2.15|192.168.1.1|DNS|78|Standard query A b'univerzitniliga.cz.'|993|
994|59.488|10.0.2.15|192.168.1.1|DNS|78|Standard query AAAA b'univerzitniliga.cz.'|994|
995|59.491|192.168.1.1|10.0.2.15|DNS|94|Standard response A b'univerzitniliga.cz.' 91.239.200.182|995|
996|59.492|192.168.1.1|10.0.2.15|DNS|106|Standard response AAAA b'univerzitniliga.cz.' 2a00:1ed0:2:0:1:5bef:c8b6:1|996|
1022|74.017|10.0.2.15|216.58.214.142|HTTP|166|GET clients3.google.com/generate_204 HTTP/1.1|1022|
1024|74.074|216.58.214.142|10.0.2.15|HTTP|137|204 No Content HTTP/1.1|1024|
1035|80.09|10.0.2.15|192.168.1.1|DNS|94|Standard query A b'easylist-downloads.adblockplus.org.'|1035|
1036|80.091|10.0.2.15|192.168.1.1|DNS|94|Standard query AAAA b'easylist-downloads.adblockplus.org.'|1036|
1037|80.11|192.168.1.1|10.0.2.15|DNS|328|Standard response A b'easylist-downloads.adblockplus.org.' 148.251.46.249|1037|
1038|80.117|192.168.1.1|10.0.2.15|DNS|400|Standard response AAAA b'easylist-downloads.adblockplus.org.' 2001:41d0:800:1f4b::3|1038|
1039|80.182|10.0.2.15|192.168.1.1|DNS|76|Standard query A b'ocsp.sectigo.com.'|1039|
1040|80.182|10.0.2.15|192.168.1.1|DNS|76|Standard query AAAA b'ocsp.sectigo.com.'|1040|
1041|80.218|192.168.1.1|10.0.2.15|DNS|491|Standard response CNAME b'ocsp.sectigo.com.' b'ocsp.comodoca.com.cdn.cloudflare.net.'|1041|
1042|80.222|192.168.1.1|10.0.2.15|DNS|547|Standard response CNAME b'ocsp.sectigo.com.' b'ocsp.comodoca.com.cdn.cloudflare.net.'|1042|
1048|80.237|10.0.2.15|104.18.30.182|HTTP|467|POST ocsp.sectigo.com/ HTTP/1.1b'0Q0O0M0K0I0\t\x06\x05+\x0e\x03\x02\x1a\x05\x00\x04\x14\xcf\x94\xdc\\0J\xa7\x94\x85r\x1f\x95ng\x89Z\xc2\x16W\xdd\x04\x14\xf6\x85\n;\x11\x86\xe1\x04}\x0e\xaa\x0b,\xd2\xee\xccd{{\xae\x02\x10WJ\xe1]\xda\x81\xc5\xdfu^whd\xc2R\x89'b'0Q0O0M0K0I0\t\x06\x05+\x0e\x03\x02\x1a\x05\x00\x04\x14\xcf\x94\xdc\\0J\xa7\x94\x85r\x1f\x95ng\x89Z\xc2\x16W\xdd\x04\x14\xf6\x85\n;\x11\x86\xe1\x04}\x0e\xaa\x0b,\xd2\xee\xccd{{\xae\x02\x10WJ\xe1]\xda\x81\xc5\xdfu^whd\xc2R\x89'b'0Q0O0M0K0I0\t\x06\x05+\x0e\x03\x02\x1a\x05\x00\x04\x14\xcf\x94\xdc\\0J\xa7\x94\x85r\x1f\x95ng\x89Z\xc2\x16W\xdd\x04\x14\xf6\x85\n;\x11\x86\xe1\x04}\x0e\xaa\x0b,\xd2\xee\xccd{{\xae\x02\x10WJ\xe1]\xda\x81\xc5\xdfu^whd\xc2R\x89'b'0Q0O0M0K0I0\t\x06\x05+\x0e\x03\x02\x1a\x05\x00\x04\x14\xcf\x94\xdc\\0J\xa7\x94\x85r\x1f\x95ng\x89Z\xc2\x16W\xdd\x04\x14\xf6\x85\n;\x11\x86\xe1\x04}\x0e\xaa\x0b,\xd2\xee\xccd{{\xae\x02\x10WJ\xe1]\xda\x81\xc5\xdfu^whd\xc2R\x89'b'0Q0O0M0K0I0\t\x06\x05+\x0e\x03\x02\x1a\x05\x00\x04\x14\xcf\x94\xdc\\0J\xa7\x94\x85r\x1f\x95ng\x89Z\xc2\x16W\xdd\x04\x14\xf6\x85\n;\x11\x86\xe1\x04}\x0e\xaa\x0b,\xd2\xee\xccd{{\xae\x02\x10WJ\xe1]\xda\x81\xc5\xdfu^whd\xc2R\x89'|1048|
1050|80.311|104.18.30.182|10.0.2.15|HTTP|799|200 OK HTTP/1.1|1050|
1076|96.781|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|1076|
1077|96.782|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|1077|
1078|96.796|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|1078|
1079|96.805|192.168.1.1|10.0.2.15|DNS|485|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|1079|
1080|97.787|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|1080|
1081|97.789|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|1081|
1082|97.792|192.168.1.1|10.0.2.15|DNS|152|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|1082|
1083|97.819|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|1083|
1096|102.918|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|1096|
1097|102.919|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|1097|
1098|102.921|192.168.1.1|10.0.2.15|DNS|152|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|1098|
1099|102.929|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|1099|
1|7.361|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|1|
2|7.362|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|2|
3|7.363|192.168.1.1|10.0.2.15|DNS|152|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|3|
4|7.382|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|4|
1|9.069|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|1|
2|9.07|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|2|
3|9.071|192.168.1.1|10.0.2.15|DNS|152|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|3|
4|9.09|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|4|
5|9.096|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|5|
6|9.097|192.168.1.1|10.0.2.15|DNS|152|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|6|
7|9.098|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|7|
8|9.113|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|8|
11|9.494|10.0.2.15|192.168.1.1|DNS|81|Standard query A b'www.malakopanabrno.cz.'|11|
12|9.497|192.168.1.1|10.0.2.15|DNS|97|Standard response A b'www.malakopanabrno.cz.' 91.239.200.182|12|
13|9.512|10.0.2.15|192.168.1.1|DNS|75|Standard query A b'maps.google.com.'|13|
18|9.625|10.0.2.15|91.239.200.182|HTTP|727|POST www.malakopanabrno.cz/ HTTP/1.1b'username=sdf&password=adf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=adf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=adf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=adf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=adf&submit=p%C5%99ihl%C3%A1sit+se'|18|b'username=sdf&password=adf
20|9.629|192.168.1.1|10.0.2.15|DNS|211|Standard response A b'maps.google.com.' 216.58.201.78|20|
21|11.034|10.0.2.15|216.58.214.142|HTTP|166|GET clients3.google.com/generate_204 HTTP/1.1|21|
23|11.084|216.58.214.142|10.0.2.15|HTTP|137|204 No Content HTTP/1.1|23|
29|11.952|91.239.200.182|10.0.2.15|HTTP|1514|200 OK HTTP/1.1|29|
85|12.153|10.0.2.15|192.168.1.1|DNS|84|Standard query A b'www.googletagmanager.com.'|85|
86|12.16|10.0.2.15|192.168.1.1|DNS|84|Standard query AAAA b'www.googletagmanager.com.'|86|
87|12.211|10.0.2.15|91.239.200.182|HTTP|585|GET www.malakopanabrno.cz/app/js/jquery/jquery.min.js HTTP/1.1|87|
94|12.229|10.0.2.15|142.251.36.78|HTTP|591|GET maps.google.com/maps/api/js HTTP/1.1|94|
96|12.245|192.168.1.1|10.0.2.15|DNS|147|Standard response CNAME b'www.googletagmanager.com.' b'www-googletagmanager.l.google.com.'|96|
97|12.311|192.168.1.1|10.0.2.15|DNS|508|Standard response CNAME b'www.googletagmanager.com.' b'www-googletagmanager.l.google.com.'|97|
98|12.329|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|98|
110|12.353|10.0.2.15|91.239.200.182|HTTP|587|GET www.malakopanabrno.cz/app/js/jquery/jquery.jNice.js HTTP/1.1|110|
111|12.354|10.0.2.15|91.239.200.182|HTTP|589|GET www.malakopanabrno.cz/app/js/jquery/jquery.bookmark.js HTTP/1.1|111|
113|12.356|10.0.2.15|91.239.200.182|HTTP|590|GET www.malakopanabrno.cz/app/js/jquery/jquery.countdown.js HTTP/1.1|113|
115|12.359|10.0.2.15|91.239.200.182|HTTP|590|GET www.malakopanabrno.cz/app/js/jquery/jquery.colorbox.js HTTP/1.1|115|
116|12.36|10.0.2.15|91.239.200.182|HTTP|587|GET www.malakopanabrno.cz/app/js/jquery/jquery.pngfix.js HTTP/1.1|116|
117|12.361|10.0.2.15|91.239.200.182|HTTP|593|GET www.malakopanabrno.cz/app/js/jquery/jquery.nivo.slider.js HTTP/1.1|117|
122|12.376|142.251.36.78|10.0.2.15|HTTP|1484|200 OK HTTP/1.1|122|
126|12.396|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|126|
128|12.398|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|128|
130|12.402|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|130|
132|12.406|10.0.2.15|91.239.200.182|HTTP|581|GET www.malakopanabrno.cz/app/js/jquery/jquery.js HTTP/1.1|132|
133|12.411|10.0.2.15|91.239.200.182|HTTP|578|GET www.malakopanabrno.cz/app/js/swfobjects.js HTTP/1.1|133|
134|12.413|10.0.2.15|91.239.200.182|HTTP|574|GET www.malakopanabrno.cz/auth/js/ankety.js HTTP/1.1|134|
142|12.434|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|142|
144|12.452|10.0.2.15|91.239.200.182|HTTP|589|GET www.malakopanabrno.cz/app/js/jquery/jquery-ui.min.js HTTP/1.1|144|
154|12.459|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|154|
156|12.469|10.0.2.15|91.239.200.182|HTTP|585|GET www.malakopanabrno.cz/app/js/jquery/jquery.menu.js HTTP/1.1|156|
158|12.487|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|158|
162|12.491|10.0.2.15|91.239.200.182|HTTP|591|GET www.malakopanabrno.cz/app/js/jquery/jquery.mousewheel.js HTTP/1.1|162|
188|12.561|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|188|
191|12.567|10.0.2.15|142.251.37.106|HTTP|424|GET maps.googleapis.com/maps/api/mapsjs/gen_204?csp_test=true HTTP/1.1|191|
193|12.571|142.251.37.106|10.0.2.15|HTTP|680|403 Forbidden HTTP/1.1|193|
195|12.661|10.0.2.15|91.239.200.182|HTTP|512|GET www.malakopanabrno.cz/stat/stat.php?rozliseni=2560x1335&bit=24&st=1&cache=1642578945_2 HTTP/1.1|195|
197|12.67|10.0.2.15|91.239.200.182|HTTP|587|GET www.malakopanabrno.cz/img/arrows/arrow.png HTTP/1.1|197|
199|12.682|91.239.200.182|10.0.2.15|HTTP|297|304 Not Modified HTTP/1.1|199|
201|12.689|91.239.200.182|10.0.2.15|HTTP|318|200 OK HTTP/1.1|201|
203|12.773|10.0.2.15|91.239.200.182|HTTP|588|GET www.malakopanabrno.cz/img/layout/bsmk.png HTTP/1.1|203|
204|12.775|10.0.2.15|91.239.200.182|HTTP|599|GET www.malakopanabrno.cz/img/clubs/thumbs/agrostroj.png HTTP/1.1|204|
